,Model,Window,Step,Recall,F1,Accuracy,Precision,ROC_AUC,SelectedFeatures,FeatureSelectionMethod,FeatureScores,Best_k
42,LogisticRegression,10,80,0.7129629629629629,0.6464758729276651,0.6319444444444445,0.6394046220133177,0.5877700617283951,"tHb_min, O2Hb_median, tHb_max, O2Hb_max, HHb_std, tHb_mean, O2Hb_mean, tHb_median, O2Hb_min, HHb_max",random_forest,"[('tHb_min', np.float64(0.10403989879200101)), ('O2Hb_median', np.float64(0.10292451335926474)), ('tHb_max', np.float64(0.10281967767149516)), ('O2Hb_max', np.float64(0.0992960675089868)), ('HHb_std', np.float64(0.07741275093870337)), ('tHb_mean', np.float64(0.07386766979479327)), ('O2Hb_mean', np.float64(0.07250408350630368)), ('tHb_median', np.float64(0.05838444231439533)), ('O2Hb_min', np.float64(0.05691155440703487)), ('HHb_max', np.float64(0.05494507496835625))]",10
43,SVC,10,80,0.7916666666666666,0.7074350689478609,0.6847222222222222,0.6794871794871794,0.6822916666666666,"tHb_min, O2Hb_median, tHb_max, O2Hb_max, HHb_std, tHb_mean",random_forest,"[('tHb_min', np.float64(0.10403989879200101)), ('O2Hb_median', np.float64(0.10292451335926474)), ('tHb_max', np.float64(0.10281967767149516)), ('O2Hb_max', np.float64(0.0992960675089868)), ('HHb_std', np.float64(0.07741275093870337)), ('tHb_mean', np.float64(0.07386766979479327))]",6
44,RandomForest,10,80,0.8472222222222223,0.7360756182925096,0.7097222222222221,0.6638352638352638,0.7093942901234568,"tHb_min, O2Hb_median, tHb_max, O2Hb_max, HHb_std, tHb_mean, O2Hb_mean, tHb_median, O2Hb_min, HHb_max, O2Hb_std, HHb_min, tHb_std",random_forest,"[('tHb_min', np.float64(0.10403989879200101)), ('O2Hb_median', np.float64(0.10292451335926474)), ('tHb_max', np.float64(0.10281967767149516)), ('O2Hb_max', np.float64(0.0992960675089868)), ('HHb_std', np.float64(0.07741275093870337)), ('tHb_mean', np.float64(0.07386766979479327)), ('O2Hb_mean', np.float64(0.07250408350630368)), ('tHb_median', np.float64(0.05838444231439533)), ('O2Hb_min', np.float64(0.05691155440703487)), ('HHb_max', np.float64(0.05494507496835625)), ('O2Hb_std', np.float64(0.04938593774157968)), ('HHb_min', np.float64(0.03974167530840217)), ('tHb_std', np.float64(0.03819890232742884))]",13
45,KNN,10,80,0.7268518518518517,0.6833333333333332,0.6694444444444444,0.663433908045977,0.7555941358024691,"tHb_min, O2Hb_median, tHb_max, O2Hb_max, HHb_std, tHb_mean",random_forest,"[('tHb_min', np.float64(0.10403989879200101)), ('O2Hb_median', np.float64(0.10292451335926474)), ('tHb_max', np.float64(0.10281967767149516)), ('O2Hb_max', np.float64(0.0992960675089868)), ('HHb_std', np.float64(0.07741275093870337)), ('tHb_mean', np.float64(0.07386766979479327))]",6
46,DecisionTree,10,80,0.6157407407407408,0.5792648263236498,0.6819444444444445,0.5683644595359366,0.6527777777777778,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_std, HHb_max",select_k_best,"[('tHb_max', np.float64(53.75073067876229)), ('tHb_mean', np.float64(50.17647357222771)), ('O2Hb_max', np.float64(49.53297887766944)), ('tHb_min', np.float64(49.35455349863188)), ('tHb_median', np.float64(48.62428540665228)), ('O2Hb_mean', np.float64(44.278931704888656)), ('O2Hb_median', np.float64(43.58719968003617)), ('O2Hb_min', np.float64(39.613224875777874)), ('HHb_std', np.float64(6.050221227946416)), ('HHb_max', np.float64(5.764518401585117))]",10
47,XGBoost,10,80,0.638888888888889,0.587245696400626,0.6527777777777778,0.5611772486772487,0.7300347222222223,"tHb_min, O2Hb_median, tHb_max, O2Hb_max, HHb_std, tHb_mean, O2Hb_mean, tHb_median, O2Hb_min, HHb_max",random_forest,"[('tHb_min', np.float64(0.10403989879200101)), ('O2Hb_median', np.float64(0.10292451335926474)), ('tHb_max', np.float64(0.10281967767149516)), ('O2Hb_max', np.float64(0.0992960675089868)), ('HHb_std', np.float64(0.07741275093870337)), ('tHb_mean', np.float64(0.07386766979479327)), ('O2Hb_mean', np.float64(0.07250408350630368)), ('tHb_median', np.float64(0.05838444231439533)), ('O2Hb_min', np.float64(0.05691155440703487)), ('HHb_max', np.float64(0.05494507496835625))]",10
48,LogisticRegression,10,90,0.6111111111111112,0.6093073593073592,0.6060606060606061,0.642602495543672,0.5826446280991736,"O2Hb_max, O2Hb_median, O2Hb_mean, HHb_max, tHb_max, O2Hb_min, tHb_median",random_forest,"[('O2Hb_max', np.float64(0.12761953411452467)), ('O2Hb_median', np.float64(0.09980475884766236)), ('O2Hb_mean', np.float64(0.09753165004594902)), ('HHb_max', np.float64(0.08821927201627454)), ('tHb_max', np.float64(0.07876159940247947)), ('O2Hb_min', np.float64(0.07185153336699812)), ('tHb_median', np.float64(0.06515495316335722))]",7
49,SVC,10,90,0.5858585858585859,0.5485412555826928,0.537878787878788,0.5679012345679012,0.5174471992653811,"tHb_max, tHb_mean, O2Hb_max, tHb_median, tHb_min, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_max, HHb_mean",select_k_best,"[('tHb_max', np.float64(32.06198942198753)), ('tHb_mean', np.float64(31.77235306559998)), ('O2Hb_max', np.float64(31.46522151607637)), ('tHb_median', np.float64(31.18334285363325)), ('tHb_min', np.float64(30.710843219396814)), ('O2Hb_mean', np.float64(28.003329334515822)), ('O2Hb_median', np.float64(27.70377987248406)), ('O2Hb_min', np.float64(24.79576294143365)), ('HHb_max', np.float64(6.073248014087434)), ('HHb_mean', np.float64(5.505165045416099))]",10
50,RandomForest,10,90,0.7272727272727272,0.6479166666666667,0.6060606060606061,0.600472956585011,0.6274104683195593,"O2Hb_max, O2Hb_median, O2Hb_mean, HHb_max, tHb_max, O2Hb_min, tHb_median, O2Hb_std, HHb_mean, tHb_min, tHb_mean, HHb_min, HHb_median, HHb_std",random_forest,"[('O2Hb_max', np.float64(0.12761953411452467)), ('O2Hb_median', np.float64(0.09980475884766236)), ('O2Hb_mean', np.float64(0.09753165004594902)), ('HHb_max', np.float64(0.08821927201627454)), ('tHb_max', np.float64(0.07876159940247947)), ('O2Hb_min', np.float64(0.07185153336699812)), ('tHb_median', np.float64(0.06515495316335722)), ('O2Hb_std', np.float64(0.05756074862230047)), ('HHb_mean', np.float64(0.05688340782835391)), ('tHb_min', np.float64(0.053292052506384816)), ('tHb_mean', np.float64(0.05015403560961619)), ('HHb_min', np.float64(0.04662153510455415)), ('HHb_median', np.float64(0.04163368624505945)), ('HHb_std', np.float64(0.03691571490296167))]",14
51,KNN,10,90,0.6161616161616162,0.5961538461538461,0.5878787878787879,0.5989316239316239,0.615358126721763,"tHb_max, tHb_mean, O2Hb_max, tHb_median, tHb_min, O2Hb_mean, O2Hb_median",select_k_best,"[('tHb_max', np.float64(32.06198942198753)), ('tHb_mean', np.float64(31.77235306559998)), ('O2Hb_max', np.float64(31.46522151607637)), ('tHb_median', np.float64(31.18334285363325)), ('tHb_min', np.float64(30.710843219396814)), ('O2Hb_mean', np.float64(28.003329334515822)), ('O2Hb_median', np.float64(27.70377987248406))]",7
52,DecisionTree,10,90,0.7171717171717171,0.6664746543778802,0.6454545454545455,0.6382170905497477,0.6565656565656566,"tHb_max, tHb_mean, O2Hb_max",select_k_best,"[('tHb_max', np.float64(32.06198942198753)), ('tHb_mean', np.float64(31.77235306559998)), ('O2Hb_max', np.float64(31.46522151607637))]",3
53,XGBoost,10,90,0.7474747474747474,0.6433999700509134,0.5833333333333334,0.5843168109100446,0.6056014692378329,"O2Hb_max, O2Hb_median, O2Hb_mean, HHb_max, tHb_max, O2Hb_min, tHb_median, O2Hb_std, HHb_mean, tHb_min, tHb_mean, HHb_min, HHb_median, HHb_std, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.12761953411452467)), ('O2Hb_median', np.float64(0.09980475884766236)), ('O2Hb_mean', np.float64(0.09753165004594902)), ('HHb_max', np.float64(0.08821927201627454)), ('tHb_max', np.float64(0.07876159940247947)), ('O2Hb_min', np.float64(0.07185153336699812)), ('tHb_median', np.float64(0.06515495316335722)), ('O2Hb_std', np.float64(0.05756074862230047)), ('HHb_mean', np.float64(0.05688340782835391)), ('tHb_min', np.float64(0.053292052506384816)), ('tHb_mean', np.float64(0.05015403560961619)), ('HHb_min', np.float64(0.04662153510455415)), ('HHb_median', np.float64(0.04163368624505945)), ('HHb_std', np.float64(0.03691571490296167)), ('tHb_std', np.float64(0.027995518223523808))]",15
54,LogisticRegression,10,100,0.561111111111111,0.5173544546463525,0.49000000000000005,0.4979936107215209,0.4761111111111111,"O2Hb_max, O2Hb_median, O2Hb_mean, O2Hb_min, tHb_min, HHb_median, HHb_max, HHb_mean, HHb_min, HHb_std, tHb_mean, tHb_max, O2Hb_std, tHb_median, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.11201291014066803)), ('O2Hb_median', np.float64(0.10755327099876039)), ('O2Hb_mean', np.float64(0.09165244132322363)), ('O2Hb_min', np.float64(0.07768838401964634)), ('tHb_min', np.float64(0.07759829631104326)), ('HHb_median', np.float64(0.06930206636527832)), ('HHb_max', np.float64(0.06401897657569484)), ('HHb_mean', np.float64(0.05803681265807604)), ('HHb_min', np.float64(0.05754032612500401)), ('HHb_std', np.float64(0.05721843866589875)), ('tHb_mean', np.float64(0.05578301776959061)), ('tHb_max', np.float64(0.05322054824937075)), ('O2Hb_std', np.float64(0.046469768297518754)), ('tHb_median', np.float64(0.038666596031615014)), ('tHb_std', np.float64(0.033238146468611326))]",15
55,SVC,10,100,0.6222222222222222,0.5368764568764569,0.4833333333333334,0.4894444444444444,0.5016666666666667,"O2Hb_max, O2Hb_median, O2Hb_mean, O2Hb_min, tHb_min",random_forest,"[('O2Hb_max', np.float64(0.11201291014066803)), ('O2Hb_median', np.float64(0.10755327099876039)), ('O2Hb_mean', np.float64(0.09165244132322363)), ('O2Hb_min', np.float64(0.07768838401964634)), ('tHb_min', np.float64(0.07759829631104326))]",5
56,RandomForest,10,100,0.6388888888888888,0.5949180262475567,0.565,0.576284584980237,0.5318055555555555,"O2Hb_max, O2Hb_median, O2Hb_mean, O2Hb_min, tHb_min, HHb_median, HHb_max, HHb_mean, HHb_min, HHb_std, tHb_mean, tHb_max, O2Hb_std, tHb_median, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.11201291014066803)), ('O2Hb_median', np.float64(0.10755327099876039)), ('O2Hb_mean', np.float64(0.09165244132322363)), ('O2Hb_min', np.float64(0.07768838401964634)), ('tHb_min', np.float64(0.07759829631104326)), ('HHb_median', np.float64(0.06930206636527832)), ('HHb_max', np.float64(0.06401897657569484)), ('HHb_mean', np.float64(0.05803681265807604)), ('HHb_min', np.float64(0.05754032612500401)), ('HHb_std', np.float64(0.05721843866589875)), ('tHb_mean', np.float64(0.05578301776959061)), ('tHb_max', np.float64(0.05322054824937075)), ('O2Hb_std', np.float64(0.046469768297518754)), ('tHb_median', np.float64(0.038666596031615014)), ('tHb_std', np.float64(0.033238146468611326))]",15
57,KNN,10,100,0.6166666666666667,0.5737602008788448,0.555,0.5402298850574713,0.5620833333333334,"O2Hb_max, O2Hb_median, O2Hb_mean, O2Hb_min, tHb_min",random_forest,"[('O2Hb_max', np.float64(0.11201291014066803)), ('O2Hb_median', np.float64(0.10755327099876039)), ('O2Hb_mean', np.float64(0.09165244132322363)), ('O2Hb_min', np.float64(0.07768838401964634)), ('tHb_min', np.float64(0.07759829631104326))]",5
58,DecisionTree,10,100,0.6555555555555556,0.5760427591028684,0.5233333333333333,0.5230602993885726,0.5277777777777778,"O2Hb_max, O2Hb_median, O2Hb_mean, O2Hb_min, tHb_min, HHb_median, HHb_max, HHb_mean, HHb_min, HHb_std",random_forest,"[('O2Hb_max', np.float64(0.11201291014066803)), ('O2Hb_median', np.float64(0.10755327099876039)), ('O2Hb_mean', np.float64(0.09165244132322363)), ('O2Hb_min', np.float64(0.07768838401964634)), ('tHb_min', np.float64(0.07759829631104326)), ('HHb_median', np.float64(0.06930206636527832)), ('HHb_max', np.float64(0.06401897657569484)), ('HHb_mean', np.float64(0.05803681265807604)), ('HHb_min', np.float64(0.05754032612500401)), ('HHb_std', np.float64(0.05721843866589875))]",10
59,XGBoost,10,100,0.6333333333333333,0.5783756131323162,0.5399999999999999,0.5471380471380471,0.5429166666666667,"tHb_min, tHb_max, tHb_mean, O2Hb_max, tHb_median, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_max, HHb_min, HHb_mean, HHb_median",select_k_best,"[('tHb_min', np.float64(28.00714519726873)), ('tHb_max', np.float64(26.69203706436818)), ('tHb_mean', np.float64(26.436822508790083)), ('O2Hb_max', np.float64(25.881294843141095)), ('tHb_median', np.float64(25.550514005614414)), ('O2Hb_mean', np.float64(23.603503834180117)), ('O2Hb_median', np.float64(23.33559160620298)), ('O2Hb_min', np.float64(21.48106235152538)), ('HHb_max', np.float64(4.791943413535553)), ('HHb_min', np.float64(4.771407889739871)), ('HHb_mean', np.float64(4.5438757601527495)), ('HHb_median', np.float64(4.399716940813753))]",12
60,LogisticRegression,20,10,0.6514041514041514,0.5970023781364214,0.5653846153846154,0.56195784172434,0.6011351286076562,"O2Hb_max, HHb_max, O2Hb_median, O2Hb_mean, O2Hb_min, tHb_max, tHb_min, HHb_mean, HHb_median, HHb_std, tHb_mean, HHb_min, tHb_median, O2Hb_std, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.14393235274917274)), ('HHb_max', np.float64(0.11319615655495172)), ('O2Hb_median', np.float64(0.09563880105295663)), ('O2Hb_mean', np.float64(0.08659827824266485)), ('O2Hb_min', np.float64(0.06662572658783747)), ('tHb_max', np.float64(0.06633885508539987)), ('tHb_min', np.float64(0.06316162511296819)), ('HHb_mean', np.float64(0.05975894313873253)), ('HHb_median', np.float64(0.05683918032904233)), ('HHb_std', np.float64(0.0559242403299518)), ('tHb_mean', np.float64(0.054514385987518)), ('HHb_min', np.float64(0.04813567187726489)), ('tHb_median', np.float64(0.03555247991136652)), ('O2Hb_std', np.float64(0.03072950804103122)), ('tHb_std', np.float64(0.023053794999141217))]",15
61,SVC,20,10,0.7203907203907204,0.6284555973644337,0.5644688644688644,0.5862643305213066,0.5579874948006817,"tHb_max, tHb_mean, tHb_min, tHb_median, O2Hb_max, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_max, HHb_mean, HHb_median, HHb_min, HHb_std",select_k_best,"[('tHb_max', np.float64(332.88953561654665)), ('tHb_mean', np.float64(313.6931081291002)), ('tHb_min', np.float64(291.04083804672973)), ('tHb_median', np.float64(279.9288843665945)), ('O2Hb_max', np.float64(271.23221250294665)), ('O2Hb_mean', np.float64(223.13543250794405)), ('O2Hb_median', np.float64(217.40575051471959)), ('O2Hb_min', np.float64(182.00831146880813)), ('HHb_max', np.float64(83.13697956394044)), ('HHb_mean', np.float64(63.03085752301766)), ('HHb_median', np.float64(57.54971791682064)), ('HHb_min', np.float64(42.56022126486666)), ('HHb_std', np.float64(30.324552501878713))]",13
62,RandomForest,20,10,0.6550671550671551,0.594318287886494,0.5492673992673992,0.5713114016480904,0.6114281018127172,"tHb_max, tHb_mean, tHb_min, tHb_median, O2Hb_max, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_max",select_k_best,"[('tHb_max', np.float64(332.88953561654665)), ('tHb_mean', np.float64(313.6931081291002)), ('tHb_min', np.float64(291.04083804672973)), ('tHb_median', np.float64(279.9288843665945)), ('O2Hb_max', np.float64(271.23221250294665)), ('O2Hb_mean', np.float64(223.13543250794405)), ('O2Hb_median', np.float64(217.40575051471959)), ('O2Hb_min', np.float64(182.00831146880813)), ('HHb_max', np.float64(83.13697956394044))]",9
63,KNN,20,10,0.6391941391941391,0.5941589568976858,0.5615384615384614,0.5804150850701927,0.6142105757490373,"tHb_max, tHb_mean, tHb_min, tHb_median, O2Hb_max, O2Hb_mean, O2Hb_median, O2Hb_min",select_k_best,"[('tHb_max', np.float64(332.88953561654665)), ('tHb_mean', np.float64(313.6931081291002)), ('tHb_min', np.float64(291.04083804672973)), ('tHb_median', np.float64(279.9288843665945)), ('O2Hb_max', np.float64(271.23221250294665)), ('O2Hb_mean', np.float64(223.13543250794405)), ('O2Hb_median', np.float64(217.40575051471959)), ('O2Hb_min', np.float64(182.00831146880813))]",8
64,DecisionTree,20,10,0.7148962148962149,0.6120283742962171,0.5481684981684981,0.5523394363079869,0.5613553113553114,"tHb_max, tHb_mean, tHb_min, tHb_median, O2Hb_max, O2Hb_mean",select_k_best,"[('tHb_max', np.float64(332.88953561654665)), ('tHb_mean', np.float64(313.6931081291002)), ('tHb_min', np.float64(291.04083804672973)), ('tHb_median', np.float64(279.9288843665945)), ('O2Hb_max', np.float64(271.23221250294665)), ('O2Hb_mean', np.float64(223.13543250794405))]",6
65,XGBoost,20,10,0.6605616605616605,0.5981592637054821,0.5584249084249084,0.5707848730890206,0.562037931543426,"tHb_max, tHb_mean, tHb_min, tHb_median, O2Hb_max",select_k_best,"[('tHb_max', np.float64(332.88953561654665)), ('tHb_mean', np.float64(313.6931081291002)), ('tHb_min', np.float64(291.04083804672973)), ('tHb_median', np.float64(279.9288843665945)), ('O2Hb_max', np.float64(271.23221250294665))]",5
66,LogisticRegression,20,20,0.6823671497584541,0.6264725077500408,0.5992753623188406,0.5930936665556795,0.6098508716656165,"O2Hb_max, HHb_max, O2Hb_mean, O2Hb_median, tHb_min, tHb_max, O2Hb_min, HHb_std, tHb_mean, HHb_median, HHb_mean",random_forest,"[('O2Hb_max', np.float64(0.13869879514750563)), ('HHb_max', np.float64(0.11494606376087207)), ('O2Hb_mean', np.float64(0.09345101291353511)), ('O2Hb_median', np.float64(0.09228011443075106)), ('tHb_min', np.float64(0.07076728830149458)), ('tHb_max', np.float64(0.06440944095756662)), ('O2Hb_min', np.float64(0.06416397393474503)), ('HHb_std', np.float64(0.05712825713525371)), ('tHb_mean', np.float64(0.05682398457535871)), ('HHb_median', np.float64(0.05523511913266754)), ('HHb_mean', np.float64(0.04902532768471681))]",11
67,SVC,20,20,0.7318840579710145,0.6323585386858873,0.5666666666666668,0.5841956521839632,0.6090632220121824,"O2Hb_max, HHb_max, O2Hb_mean, O2Hb_median, tHb_min, tHb_max, O2Hb_min, HHb_std, tHb_mean, HHb_median, HHb_mean, HHb_min, tHb_median",random_forest,"[('O2Hb_max', np.float64(0.13869879514750563)), ('HHb_max', np.float64(0.11494606376087207)), ('O2Hb_mean', np.float64(0.09345101291353511)), ('O2Hb_median', np.float64(0.09228011443075106)), ('tHb_min', np.float64(0.07076728830149458)), ('tHb_max', np.float64(0.06440944095756662)), ('O2Hb_min', np.float64(0.06416397393474503)), ('HHb_std', np.float64(0.05712825713525371)), ('tHb_mean', np.float64(0.05682398457535871)), ('HHb_median', np.float64(0.05523511913266754)), ('HHb_mean', np.float64(0.04902532768471681)), ('HHb_min', np.float64(0.04364963951784911)), ('tHb_median', np.float64(0.042986917209635815))]",13
68,RandomForest,20,20,0.6328502415458938,0.578516139657444,0.5362318840579711,0.5574316274563712,0.6051709199747952,"O2Hb_max, HHb_max, O2Hb_mean, O2Hb_median, tHb_min, tHb_max",random_forest,"[('O2Hb_max', np.float64(0.13869879514750563)), ('HHb_max', np.float64(0.11494606376087207)), ('O2Hb_mean', np.float64(0.09345101291353511)), ('O2Hb_median', np.float64(0.09228011443075106)), ('tHb_min', np.float64(0.07076728830149458)), ('tHb_max', np.float64(0.06440944095756662))]",6
69,KNN,20,20,0.6256038647342995,0.570691861932823,0.5307971014492754,0.5451819129412304,0.5705340264650284,"tHb_max, tHb_min, tHb_mean, tHb_median, O2Hb_max, O2Hb_mean, O2Hb_median",select_k_best,"[('tHb_max', np.float64(172.68140067693054)), ('tHb_min', np.float64(158.5696143604031)), ('tHb_mean', np.float64(156.05303459673456)), ('tHb_median', np.float64(133.12219329579827)), ('O2Hb_max', np.float64(129.0884938538432)), ('O2Hb_mean', np.float64(112.18998646054021)), ('O2Hb_median', np.float64(109.65679589230058))]",7
70,DecisionTree,20,20,0.6980676328502415,0.6392922654423865,0.6050724637681159,0.6178635557286258,0.6201690821256038,"O2Hb_max, HHb_max, O2Hb_mean, O2Hb_median, tHb_min, tHb_max, O2Hb_min",random_forest,"[('O2Hb_max', np.float64(0.13869879514750563)), ('HHb_max', np.float64(0.11494606376087207)), ('O2Hb_mean', np.float64(0.09345101291353511)), ('O2Hb_median', np.float64(0.09228011443075106)), ('tHb_min', np.float64(0.07076728830149458)), ('tHb_max', np.float64(0.06440944095756662)), ('O2Hb_min', np.float64(0.06416397393474503))]",7
